date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-03-03,1,0,0,0,0,0,1,0.0,0,0,,,,突尼斯
2020-03-08,2,0,0,0,0,0,1,0.0,0,0,0.0,,0.0,突尼斯
2020-03-09,5,0,0,0,0,0,3,0.0,0,0,0.0,,0.0,突尼斯
2020-03-11,7,0,0,0,0,0,2,0.0,0,0,0.0,,0.0,突尼斯
2020-03-12,13,0,0,0,0,0,6,0.0,0,0,0.0,,0.0,突尼斯
2020-03-13,16,0,0,0,0,0,3,0.0,0,0,0.0,,0.0,突尼斯
2020-03-14,18,0,0,0,0,0,2,0.0,0,0,0.0,,0.0,突尼斯
2020-03-15,20,0,0,0,0,0,2,0.0,0,0,0.0,,0.0,突尼斯
2020-03-17,24,0,0,0,0,0,4,0.0,0,0,0.0,,0.0,突尼斯
2020-03-19,39,0,0,0,0,0,15,0.0,0,0,0.0,,0.0,突尼斯
2020-03-20,54,0,0,0,0,0,15,0.0,0,0,0.0,,0.0,突尼斯
2020-03-21,60,0,0,1,0,0,6,0.0,0,1,0.0,,0.0,突尼斯
2020-03-22,75,0,0,3,0,0,15,0.0,0,2,0.0,,0.0,突尼斯
2020-03-23,89,0,0,3,0,0,14,0.0,0,0,0.0,,0.0,突尼斯
2020-03-24,114,0,0,3,0,0,25,0.0,0,0,0.0,,0.0,突尼斯
2020-03-25,173,0,0,5,0,0,59,0.0,0,2,0.0,,0.0,突尼斯
2020-03-26,197,0,2,5,0,0,24,0.0,2,0,0.0,,0.0,突尼斯
2020-03-27,227,0,2,6,0,0,30,0.0,0,1,0.0,,0.0,突尼斯
2020-03-28,278,0,2,6,0,0,51,0.0,0,0,0.0,,0.0,突尼斯
2020-03-29,362,0,3,8,0,0,84,0.0,1,2,0.0,,0.0,突尼斯
2020-03-31,394,0,3,10,0,0,32,0.0,0,2,0.0,,0.0,突尼斯
2020-04-01,423,0,3,12,0,0,29,0.0,0,2,0.0,,0.0,突尼斯
2020-04-02,455,0,3,14,0,0,32,0.0,0,2,0.0,,0.0,突尼斯
2020-04-03,495,0,3,14,0,0,40,0.0,0,0,0.0,,0.0,突尼斯
2020-04-04,553,0,5,19,0,0,58,0.0,2,5,0.0,,0.0,突尼斯
2020-04-05,574,0,5,22,0,0,21,0.0,0,3,0.0,,0.0,突尼斯
2020-04-06,596,0,5,22,0,0,22,0.0,0,0,0.0,,0.0,突尼斯
2020-04-07,623,0,5,23,0,0,27,0.0,0,1,0.0,,0.0,突尼斯
2020-04-08,628,0,25,24,0,0,5,0.0,20,1,0.0,,0.0,突尼斯
2020-04-09,643,0,25,25,0,0,15,0.0,0,1,0.0,,0.0,突尼斯
2020-04-10,671,0,25,25,0,0,28,0.0,0,0,0.0,,0.0,突尼斯
2020-04-11,685,0,25,28,0,0,14,0.0,0,3,0.0,,0.0,突尼斯
2020-04-12,707,0,43,31,0,0,22,0.0,18,3,0.0,,0.0,突尼斯
2020-04-13,726,0,43,34,0,0,19,0.0,0,3,0.0,,0.0,突尼斯
2020-04-14,747,0,43,34,0,0,21,0.0,0,0,0.0,,0.0,突尼斯
2020-04-15,780,0,43,35,0,0,33,0.0,0,1,0.0,,0.0,突尼斯
2020-04-16,822,0,43,37,0,0,42,0.0,0,2,0.0,,0.0,突尼斯
2020-04-17,864,0,43,37,0,0,42,0.0,0,0,0.0,,0.0,突尼斯
2020-04-18,866,0,43,37,0,0,2,0.0,0,0,0.0,,0.0,突尼斯
2020-04-19,879,0,43,38,0,0,13,0.0,0,1,0.0,,0.0,突尼斯
2020-04-20,884,0,43,38,0,0,5,0.0,0,0,0.0,,0.0,突尼斯
2020-04-21,901,0,170,38,0,0,17,0.0,127,0,0.0,,0.0,突尼斯
2020-04-22,909,0,190,38,0,0,8,0.0,20,0,0.0,,0.0,突尼斯
2020-04-23,918,0,190,38,0,0,9,0.0,0,0,0.0,,0.0,突尼斯
2020-04-24,922,0,194,38,0,0,4,0.0,4,0,0.0,,0.0,突尼斯
2020-04-25,939,0,207,38,0,0,17,0.0,13,0,0.0,,0.0,突尼斯
2020-04-26,949,0,216,38,0,0,10,0.0,9,0,0.0,,0.0,突尼斯
2020-04-27,967,0,279,39,0,0,18,0.0,63,1,0.0,,0.0,突尼斯
2020-04-29,980,0,294,40,0,0,13,0.0,15,1,0.0,,0.0,突尼斯
2020-04-30,994,0,305,41,0,0,14,0.0,11,1,0.0,,0.0,突尼斯
2020-05-01,998,0,316,41,0,0,4,0.0,11,0,0.0,,0.0,突尼斯
2020-05-02,1009,0,323,42,0,0,11,0.0,7,1,0.0,,0.0,突尼斯
2020-05-04,1018,0,406,43,0,0,9,0.0,83,1,0.0,,0.0,突尼斯
2020-05-05,1022,0,482,43,0,0,4,0.0,76,0,0.0,,0.0,突尼斯
2020-05-06,1025,0,591,43,0,0,3,0.0,109,0,0.0,,0.0,突尼斯
2020-05-07,1026,0,600,44,0,0,1,0.0,9,1,0.0,,0.0,突尼斯
2020-05-08,1030,0,638,45,0,0,4,0.0,38,1,0.0,,0.0,突尼斯
2020-05-10,1032,0,660,45,0,0,2,0.0,22,0,0.0,,0.0,突尼斯
2020-05-11,1032,0,660,45,0,0,0,,0,0,,,0.0,突尼斯
2020-05-12,1032,0,727,45,0,0,0,0.0,67,0,0.0,,0.0,突尼斯
2020-05-13,1032,0,759,45,0,0,0,0.0,32,0,0.0,,0.0,突尼斯
2020-05-14,1032,0,770,45,0,0,0,0.0,11,0,0.0,,0.0,突尼斯
2020-05-16,1035,0,802,45,0,0,3,0.0,32,0,0.0,,0.0,突尼斯
2020-05-17,1037,0,807,45,0,0,2,0.0,5,0,0.0,,0.0,突尼斯
2020-05-18,1043,0,816,46,0,0,6,0.0,9,1,0.0,,0.0,突尼斯
2020-05-19,1044,0,826,47,0,0,1,0.0,10,1,0.0,,0.0,突尼斯
2020-05-20,1044,0,826,47,0,0,0,0.0,0,0,0.0,,0.0,突尼斯
2020-05-21,1046,0,883,47,0,0,2,0.0,57,0,0.0,,0.0,突尼斯
2020-05-22,1048,0,903,47,0,0,2,0.0,20,0,0.0,,0.0,突尼斯
2020-05-23,1048,0,914,48,0,0,0,0.0,11,1,0.0,,0.0,突尼斯
2020-05-24,1051,0,917,48,0,0,3,0.0,3,0,0.0,,0.0,突尼斯
2020-05-25,1051,0,919,48,0,0,0,0.0,2,0,0.0,,0.0,突尼斯
2020-05-26,1051,0,919,48,0,0,0,,0,0,,,0.0,突尼斯
2020-05-27,1051,0,929,48,0,0,0,0.0,10,0,0.0,,0.0,突尼斯
2020-05-28,1068,0,938,48,0,0,17,0.0,9,0,0.0,,0.0,突尼斯
2020-05-29,1071,0,946,48,0,0,3,0.0,8,0,0.0,,0.0,突尼斯
2020-05-30,1076,0,950,48,0,0,5,0.0,4,0,0.0,,0.0,突尼斯
2020-05-31,1077,0,960,48,0,0,1,0.0,10,0,0.0,,0.0,突尼斯
2020-06-01,1084,0,964,48,0,0,7,0.0,4,0,0.0,,0.0,突尼斯
2020-06-02,1086,0,965,48,0,0,2,0.0,1,0,0.0,,0.0,突尼斯
2020-06-03,1087,0,965,49,0,0,1,0.0,0,1,0.0,,0.0,突尼斯
2020-06-04,1087,0,968,49,0,0,0,0.0,3,0,0.0,,0.0,突尼斯
2020-06-05,1087,0,969,49,0,0,0,0.0,1,0,0.0,,0.0,突尼斯
2020-06-06,1087,0,977,49,0,0,0,0.0,8,0,0.0,,0.0,突尼斯
2020-06-07,1087,0,982,49,0,0,0,0.0,5,0,0.0,,0.0,突尼斯
2020-06-08,1087,0,982,49,0,0,0,,0,0,,,0.0,突尼斯
2020-06-09,1087,0,982,49,0,0,0,,0,0,,,0.0,突尼斯
2020-06-10,1087,0,983,49,0,0,0,0.0,1,0,0.0,,0.0,突尼斯
2020-06-11,1087,0,989,49,0,0,0,0.0,6,0,0.0,,0.0,突尼斯
2020-06-12,1093,0,995,49,0,0,6,0.0,6,0,0.0,,0.0,突尼斯
2020-06-13,1094,0,995,49,0,0,1,0.0,0,0,0.0,,0.0,突尼斯
2020-06-14,1096,0,998,49,0,0,2,0.0,3,0,0.0,,0.0,突尼斯
2020-06-18,1132,0,1006,50,0,0,36,,8,1,,,0.0,突尼斯
2020-06-19,1146,0,1014,50,0,0,14,,8,0,,,0.0,突尼斯
2020-06-20,1156,0,1017,50,0,0,10,,3,0,,,0.0,突尼斯
2020-06-21,1157,0,1020,50,0,0,1,,3,0,,,0.0,突尼斯
2020-06-22,1159,0,1020,50,0,0,2,,0,0,,,0.0,突尼斯
2020-06-23,1159,0,1020,50,0,0,0,,0,0,,,0.0,突尼斯
2020-06-24,1159,0,1023,50,0,0,0,,3,0,,,0.0,突尼斯
2020-06-25,1162,0,1023,50,0,0,3,,0,0,,,0.0,突尼斯
2020-06-26,1164,0,1023,50,0,0,2,,0,0,,,0.0,突尼斯
2020-06-27,1164,0,1023,50,0,0,0,,0,0,,,0.0,突尼斯
2020-06-28,1169,0,1029,50,0,0,5,,6,0,,,0.0,突尼斯
2020-06-29,1169,0,1029,50,0,0,0,,0,0,,,0.0,突尼斯
2020-06-30,1172,0,1029,50,0,0,3,,0,0,,,0.0,突尼斯
2020-07-01,1174,0,1031,50,0,0,2,,2,0,,,0.0,突尼斯
2020-07-02,1175,0,1038,50,0,0,1,,7,0,,,0.0,突尼斯
2020-07-03,1178,0,1039,50,0,0,3,,1,0,,,0.0,突尼斯
2020-07-06,1188,0,1048,50,0,0,10,,9,0,,,0.0,突尼斯
2020-07-07,1199,0,1049,50,0,0,11,,1,0,,,0.0,突尼斯
2020-07-08,1205,0,1049,50,0,0,6,,0,0,,,0.0,突尼斯
2020-07-09,1221,0,1050,50,0,0,16,,1,0,,,0.0,突尼斯
2020-07-10,1240,0,1067,50,0,0,19,,17,0,,,0.0,突尼斯
2020-07-11,1240,0,1067,50,0,0,0,,0,0,,,0.0,突尼斯
2020-07-12,1263,0,1076,50,0,0,23,,9,0,,,0.0,突尼斯
2020-07-13,1302,0,1082,50,0,0,39,,6,0,,,0.0,突尼斯
2020-07-14,1302,0,1082,50,0,0,0,,0,0,,,0.0,突尼斯
2020-07-15,1306,0,1087,50,0,0,4,,5,0,,,0.0,突尼斯
2020-07-16,1327,0,1093,50,0,0,21,,6,0,,,0.0,突尼斯
2020-07-17,1327,0,1093,50,0,0,0,,0,0,,,0.0,突尼斯
2020-07-18,1336,0,1095,50,0,0,9,,2,0,,,0.0,突尼斯
2020-07-19,1374,0,1097,50,0,0,38,,2,0,,,0.0,突尼斯
2020-07-20,1374,0,1097,50,0,0,0,,0,0,,,0.0,突尼斯
2020-07-21,1381,0,1099,50,0,0,7,,2,0,,,0.0,突尼斯
2020-07-22,1389,0,1103,50,0,0,8,,4,0,,,0.0,突尼斯
2020-07-23,1394,0,1108,50,0,0,5,,5,0,,,0.0,突尼斯
2020-07-24,1406,0,1118,50,0,0,12,,10,0,,,0.0,突尼斯
2020-07-25,1425,0,1124,50,0,0,19,,6,0,,,0.0,突尼斯
2020-07-26,1443,0,1133,50,0,0,18,,9,0,,,0.0,突尼斯
2020-07-27,1452,0,1142,50,0,0,9,,9,0,,,0.0,突尼斯
2020-07-28,1455,0,1157,50,0,0,3,,15,0,,,0.0,突尼斯
2020-07-29,1468,0,1168,50,0,0,13,,11,0,,,0.0,突尼斯
2020-07-30,1514,0,1187,50,0,0,46,,19,0,,,0.0,突尼斯
2020-07-31,1514,0,1187,50,0,0,0,,0,0,,,0.0,突尼斯
2020-08-01,1535,0,1195,50,0,0,21,,8,0,,,0.0,突尼斯
2020-08-02,1552,0,1217,51,0,0,17,,22,1,,,0.0,突尼斯
2020-08-03,1561,0,1221,51,0,0,9,,4,0,,,0.0,突尼斯
2020-08-04,1565,0,1225,51,0,0,4,,4,0,,,0.0,突尼斯
2020-08-05,1601,0,1233,51,0,0,36,,8,0,,,0.0,突尼斯
2020-08-06,1601,0,1233,51,0,0,0,,0,0,,,0.0,突尼斯
2020-08-07,1642,0,1241,51,0,0,41,,8,0,,,0.0,突尼斯
2020-08-08,1656,0,1251,51,0,0,14,,10,0,,,0.0,突尼斯
2020-08-09,1678,0,1259,51,0,0,22,,8,0,,,0.0,突尼斯
2020-08-10,1697,0,1263,51,0,0,19,,4,0,,,0.0,突尼斯
2020-08-11,1717,0,1265,51,0,0,20,,2,0,,,0.0,突尼斯
2020-08-12,1738,0,1272,52,0,0,21,,7,1,,,0.0,突尼斯
2020-08-13,1780,0,1278,52,0,0,42,,6,0,,,0.0,突尼斯
2020-08-14,1847,0,1302,53,0,0,67,,24,1,,,0.0,突尼斯
2020-08-15,1903,0,1320,53,0,0,56,,18,0,,,0.0,突尼斯
2020-08-16,2023,0,1327,54,0,0,120,,7,1,,,0.0,突尼斯
2020-08-17,2107,0,1358,54,0,0,84,,31,0,,,0.0,突尼斯
2020-08-18,2185,0,1362,56,0,0,78,,4,2,,,0.0,突尼斯
2020-08-19,2314,0,1370,57,0,0,129,,8,1,,,0.0,突尼斯
2020-08-20,2427,0,1395,60,0,0,113,,25,3,,,0.0,突尼斯
2020-08-21,2543,0,1397,63,0,0,116,,2,3,,,0.0,突尼斯
2020-08-22,2607,0,1420,64,0,0,64,,23,1,,,0.0,突尼斯
2020-08-23,2738,0,1434,68,0,0,131,,14,4,,,0.0,突尼斯
2020-08-24,2818,0,1443,71,0,0,80,,9,3,,,0.0,突尼斯
2020-08-25,2893,0,1454,71,0,0,75,,11,0,,,0.0,突尼斯
2020-08-26,3069,0,1456,71,0,0,176,,2,0,,,0.0,突尼斯
2020-08-27,3206,0,1476,71,0,0,137,,20,0,,,0.0,突尼斯
2020-08-28,3323,0,1504,73,0,0,117,,28,2,,,0.0,突尼斯
2020-08-29,3461,0,1522,74,0,0,138,,18,1,,,0.0,突尼斯
2020-08-30,3572,0,1536,76,0,0,111,,14,2,,,0.0,突尼斯
2020-08-31,3685,0,1562,76,0,0,113,,26,0,,,0.0,突尼斯
2020-09-01,3803,0,1573,77,0,0,118,,11,1,,,0.0,突尼斯
2020-09-02,3963,0,1624,80,0,0,160,,51,3,,,0.0,突尼斯
2020-09-03,4196,0,1628,81,0,0,233,,4,1,,,0.0,突尼斯
2020-09-04,4394,0,1681,84,0,0,198,,53,3,,,0.0,突尼斯
2020-09-05,4542,0,1699,87,0,0,148,,18,3,,,0.0,突尼斯
2020-09-06,4776,0,1701,93,0,0,234,,2,6,,,0.0,突尼斯
2020-09-07,5041,0,1752,93,0,0,265,,51,0,,,0.0,突尼斯
2020-09-08,5124,0,1788,94,0,0,83,,36,1,,,0.0,突尼斯
2020-09-09,5417,0,1862,96,0,0,293,,74,2,,,0.0,突尼斯
2020-09-10,5417,0,1862,96,0,0,0,,0,0,,,0.0,突尼斯
2020-09-11,5882,0,1862,99,0,0,465,,0,3,,,0.0,突尼斯
2020-09-12,6259,0,1956,103,0,0,377,,94,4,,,0.0,突尼斯
2020-09-13,6635,0,1991,107,0,0,376,,35,4,,,0.0,突尼斯
2020-09-14,6635,0,1991,107,0,0,0,,0,0,,,0.0,突尼斯
2020-09-15,7382,0,2175,117,0,0,747,,184,10,,,0.0,突尼斯
2020-09-16,7623,0,2262,123,0,0,241,,87,6,,,0.0,突尼斯
2020-09-17,8100,0,2309,129,0,0,477,,47,6,,,0.0,突尼斯
2020-09-18,8570,0,2342,133,0,0,470,,33,4,,,0.0,突尼斯
2020-09-19,9110,0,2366,138,0,0,540,,24,5,,,0.0,突尼斯
2020-09-20,9736,0,2386,155,0,0,626,,20,17,,,0.0,突尼斯
2020-09-21,10732,0,2386,159,0,0,996,,0,4,,,0.0,突尼斯
2020-09-22,11260,0,2386,164,0,0,528,,0,5,,,0.0,突尼斯
2020-09-23,12479,0,2386,174,0,0,1219,,0,10,,,0.0,突尼斯
2020-09-24,13305,0,2386,180,0,0,826,,0,6,,,0.0,突尼斯
2020-09-25,13305,0,5032,180,0,0,0,,2646,0,,,0.0,突尼斯
2020-09-26,14392,0,5032,191,0,0,1087,,0,11,,,0.0,突尼斯
2020-09-27,15178,0,5032,207,0,0,786,,0,16,,,0.0,突尼斯
2020-09-28,16114,0,5032,214,0,0,936,,0,7,,,0.0,突尼斯
2020-09-29,17405,0,5032,246,0,0,1291,,0,32,,,0.0,突尼斯
2020-09-30,17405,0,5032,246,0,0,0,,0,0,,,0.0,突尼斯
2020-10-01,18413,0,5032,265,0,0,1008,,0,19,,,0.0,突尼斯
2020-10-02,19721,0,5032,271,0,0,1308,,0,6,,,0.0,突尼斯
2020-10-03,19721,0,5032,271,0,0,0,,0,0,,,0.0,突尼斯
2020-10-04,22230,0,5032,321,0,0,2509,,0,50,,,0.0,突尼斯
2020-10-05,22230,0,5032,321,0,0,0,,0,0,,,0.0,突尼斯
2020-10-06,22230,0,5032,321,0,0,0,,0,0,,,0.0,突尼斯
2020-10-07,24542,0,5032,364,0,0,2312,,0,43,,,0.0,突尼斯
2020-10-08,24542,0,5032,364,0,0,0,,0,0,,,0.0,突尼斯
2020-10-09,26899,0,5032,409,0,0,2357,,0,45,,,0.0,突尼斯
2020-10-10,26899,0,5032,409,0,0,0,,0,0,,,0.0,突尼斯
2020-10-11,31259,0,5032,456,0,0,4360,,0,47,,,0.0,突尼斯
2020-10-12,32556,0,5032,478,0,0,1297,,0,22,,,0.0,突尼斯
2020-10-13,32556,0,5032,478,0,0,0,,0,0,,,0.0,突尼斯
2020-10-14,34790,0,5032,512,0,0,2234,,0,34,,,0.0,突尼斯
2020-10-15,34790,0,5032,512,0,0,0,,0,0,,,0.0,突尼斯
2020-10-16,34790,0,5032,512,0,0,0,,0,0,,,0.0,突尼斯
2020-10-17,34790,0,5032,512,0,0,0,,0,0,,,0.0,突尼斯
2020-10-18,40542,0,5032,626,0,0,5752,,0,114,,,0.0,突尼斯
2020-10-19,40542,0,5032,626,0,0,0,,0,0,,,0.0,突尼斯
2020-10-20,42727,0,5032,687,0,0,2185,,0,61,,,0.0,突尼斯
2020-10-21,44450,0,5032,711,0,0,1723,,0,24,,,0.0,突尼斯
2020-10-22,45892,0,5032,740,0,0,1442,,0,29,,,0.0,突尼斯
2020-10-23,47214,0,5032,784,0,0,1322,,0,44,,,0.0,突尼斯
2020-10-24,48799,0,5032,819,0,0,1585,,0,35,,,0.0,突尼斯
2020-10-25,48799,0,5032,819,0,0,0,,0,0,,,0.0,突尼斯
2020-10-26,52399,0,5032,983,0,0,3600,,0,164,,,0.0,突尼斯
2020-10-27,52399,0,5032,983,0,0,0,,0,0,,,0.0,突尼斯
2020-10-28,52399,0,5032,983,0,0,0,,0,0,,,0.0,突尼斯
2020-10-29,54278,0,5032,1153,0,0,1879,,0,170,,,0.0,突尼斯
2020-10-30,58029,0,5032,1253,0,0,3751,,0,100,,,0.0,突尼斯
2020-10-31,59813,0,5032,1317,0,0,1784,,0,64,,,0.0,突尼斯
2020-11-01,61115,0,5032,1348,0,0,1302,,0,31,,,0.0,突尼斯
2020-11-02,61906,0,5032,1381,0,0,791,,0,33,,,0.0,突尼斯
2020-11-03,61906,0,5032,1381,0,0,0,,0,0,,,0.0,突尼斯
2020-11-04,64363,0,5032,1512,0,0,2457,,0,131,,,0.0,突尼斯
2020-11-05,66334,0,36727,1577,0,0,1971,,31695,65,,,0.0,突尼斯
2020-11-06,66334,0,36727,1577,0,0,0,,0,0,,,0.0,突尼斯
2020-11-07,67918,0,46192,1753,0,0,1584,,9465,176,,,0.0,突尼斯
2020-11-08,69543,0,47416,1794,0,0,1625,,1224,41,,,0.0,突尼斯
2020-11-09,71119,0,48103,1873,0,0,1576,,687,79,,,0.0,突尼斯
2020-11-10,71569,0,48103,1920,0,0,450,,0,47,,,0.0,突尼斯
2020-11-11,72993,0,48103,2006,0,0,1424,,0,86,,,0.0,突尼斯
2020-11-12,74522,0,51750,2100,0,0,1529,,3647,94,,,0.0,突尼斯
2020-11-13,76106,0,51807,2151,0,0,1584,,57,51,,,0.0,突尼斯
2020-11-14,77668,0,52912,2209,0,0,1562,,1105,58,,,0.0,突尼斯
2020-11-15,79339,0,53758,2279,0,0,1671,,846,70,,,0.0,突尼斯
2020-11-16,80404,0,54362,2345,0,0,1065,,604,66,,,0.0,突尼斯
2020-11-17,81003,0,55551,2396,0,0,599,,1189,51,,,0.0,突尼斯
2020-11-18,81723,0,56748,2445,0,0,720,,1197,49,,,0.0,突尼斯
2020-11-19,83772,0,58229,2541,0,0,2049,,1481,96,,,0.0,突尼斯
2020-11-20,84995,0,59334,2611,0,0,1223,,1105,70,,,0.0,突尼斯
2020-11-21,86265,0,60486,2684,0,0,1270,,1152,73,,,0.0,突尼斯
2020-11-22,87471,0,61402,2752,0,0,1206,,916,68,,,0.0,突尼斯
2020-11-23,88711,0,62249,2821,0,0,1240,,847,69,,,0.0,突尼斯
2020-11-24,89196,0,63846,2862,0,0,485,,1597,41,,,0.0,突尼斯
2020-11-25,90213,0,65303,2935,0,0,1017,,1457,73,,,0.0,突尼斯
2020-11-26,91307,0,66459,2983,0,0,1094,,1156,48,,,0.0,突尼斯
2020-11-27,92475,0,67453,3034,0,0,1168,,994,51,,,0.0,突尼斯
2020-11-28,93770,0,68464,3106,0,0,1295,,1011,72,,,0.0,突尼斯
2020-11-29,94980,0,69226,3153,0,0,1210,,762,47,,,0.0,突尼斯
2020-11-30,96251,0,69624,3219,0,0,1271,,398,66,,,0.0,突尼斯
2020-12-01,96769,0,70851,3260,0,0,518,,1227,41,,,0.0,突尼斯
2020-12-02,98072,0,72473,3311,0,0,1303,,1622,51,,,0.0,突尼斯
2020-12-03,99280,0,73607,3359,0,0,1208,,1134,48,,,0.0,突尼斯
2020-12-05,101900,0,75464,3481,0,0,2620,,1857,122,,,0.0,突尼斯
2020-03-09,2,0,0,0,0,0,2,0.0,0,0,0.0,,,塞尔维亚
2020-03-10,5,0,0,0,0,0,3,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-11,12,0,0,0,0,0,7,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-12,24,0,0,0,0,0,12,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-13,35,0,0,0,0,0,11,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-14,46,0,0,0,0,0,11,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-15,48,0,0,0,0,0,2,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-16,65,0,0,0,0,0,17,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-17,83,0,0,0,0,0,18,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-18,89,0,0,0,0,0,6,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-19,103,0,0,0,0,0,14,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-20,118,0,0,1,0,0,15,0.0,0,1,0.0,,0.0,塞尔维亚
2020-03-21,171,0,0,1,0,0,53,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-22,222,0,0,2,0,0,51,0.0,0,1,0.0,,0.0,塞尔维亚
2020-03-23,249,0,0,3,0,0,27,0.0,0,1,0.0,,0.0,塞尔维亚
2020-03-24,303,0,0,3,0,0,54,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-25,384,0,0,4,0,0,81,0.0,0,1,0.0,,0.0,塞尔维亚
2020-03-26,457,0,0,4,0,0,73,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-28,659,0,0,4,0,0,202,0.0,0,0,0.0,,0.0,塞尔维亚
2020-03-29,741,0,0,13,0,0,82,0.0,0,9,0.0,,0.0,塞尔维亚
2020-03-30,785,0,0,16,0,0,44,0.0,0,3,0.0,,0.0,塞尔维亚
2020-03-31,900,0,0,23,0,0,115,0.0,0,7,0.0,,0.0,塞尔维亚
2020-04-01,1060,0,0,24,0,0,160,0.0,0,1,0.0,,0.0,塞尔维亚
2020-04-02,1171,0,0,31,0,0,111,0.0,0,7,0.0,,0.0,塞尔维亚
2020-04-03,1476,0,0,44,0,0,305,0.0,0,13,0.0,,0.0,塞尔维亚
2020-04-04,1624,0,0,44,0,0,148,0.0,0,0,0.0,,0.0,塞尔维亚
2020-04-05,1908,0,0,51,0,0,284,0.0,0,7,0.0,,0.0,塞尔维亚
2020-04-06,2200,0,0,58,0,0,292,0.0,0,7,0.0,,0.0,塞尔维亚
2020-04-07,2447,0,0,61,0,0,247,0.0,0,3,0.0,,0.0,塞尔维亚
2020-04-08,2666,0,0,65,0,0,219,0.0,0,4,0.0,,0.0,塞尔维亚
2020-04-09,2867,0,118,66,0,0,201,0.0,118,1,0.0,,0.0,塞尔维亚
2020-04-10,3105,0,118,71,0,0,238,0.0,0,5,0.0,,0.0,塞尔维亚
2020-04-11,3380,0,118,74,0,0,275,0.0,0,3,0.0,,0.0,塞尔维亚
2020-04-12,4054,0,400,85,0,0,674,0.0,282,11,0.0,,0.0,塞尔维亚
2020-04-14,4465,0,400,94,0,0,411,0.0,0,9,0.0,,0.0,塞尔维亚
2020-04-15,4873,0,400,99,0,0,408,0.0,0,5,0.0,,0.0,塞尔维亚
2020-04-16,5318,0,443,103,0,0,445,0.0,43,4,0.0,,0.0,塞尔维亚
2020-04-17,5690,0,534,110,0,0,372,0.0,91,7,0.0,,0.0,塞尔维亚
2020-04-18,5994,0,637,117,0,0,304,0.0,103,7,0.0,,0.0,塞尔维亚
2020-04-19,6318,0,753,122,0,0,324,0.0,116,5,0.0,,0.0,塞尔维亚
2020-04-20,6630,0,870,125,0,0,312,0.0,117,3,0.0,,0.0,塞尔维亚
2020-04-21,6890,0,977,130,0,0,260,0.0,107,5,0.0,,0.0,塞尔维亚
2020-04-22,7114,0,1025,134,0,0,224,0.0,48,4,0.0,,0.0,塞尔维亚
2020-04-23,7276,0,1063,139,0,0,162,0.0,38,5,0.0,,0.0,塞尔维亚
2020-04-24,7483,0,1094,144,0,0,207,0.0,31,5,0.0,,0.0,塞尔维亚
2020-04-25,7779,0,1152,151,0,0,296,0.0,58,7,0.0,,0.0,塞尔维亚
2020-04-26,8042,0,1182,156,0,0,263,0.0,30,5,0.0,,0.0,塞尔维亚
2020-04-27,8275,0,1209,162,0,0,233,0.0,27,6,0.0,,0.0,塞尔维亚
2020-04-28,8497,0,1260,168,0,0,222,0.0,51,6,0.0,,0.0,塞尔维亚
2020-04-29,8724,0,1292,173,0,0,227,0.0,32,5,0.0,,0.0,塞尔维亚
2020-04-30,9009,0,1343,179,0,0,285,0.0,51,6,0.0,,0.0,塞尔维亚
2020-05-01,9205,0,1397,185,0,0,196,0.0,54,6,0.0,,0.0,塞尔维亚
2020-05-02,9362,0,1426,189,0,0,157,0.0,29,4,0.0,,0.0,塞尔维亚
2020-05-03,9464,0,1551,193,0,0,102,0.0,125,4,0.0,,0.0,塞尔维亚
2020-05-04,9557,0,1574,197,0,0,93,0.0,23,4,0.0,,0.0,塞尔维亚
2020-05-05,9677,0,1723,200,0,0,120,0.0,149,3,0.0,,0.0,塞尔维亚
2020-05-06,9791,0,1971,203,0,0,114,0.0,248,3,0.0,,0.0,塞尔维亚
2020-05-07,9848,0,2160,206,0,0,57,0.0,189,3,0.0,,0.0,塞尔维亚
2020-05-08,9943,0,2453,209,0,0,95,0.0,293,3,0.0,,0.0,塞尔维亚
2020-05-09,10032,0,2732,213,0,0,89,0.0,279,4,0.0,,0.0,塞尔维亚
2020-05-10,10114,0,3006,215,0,0,82,0.0,274,2,0.0,,0.0,塞尔维亚
2020-05-11,10176,0,3290,218,0,0,62,0.0,284,3,0.0,,0.0,塞尔维亚
2020-05-12,10243,0,3600,220,0,0,67,0.0,310,2,0.0,,0.0,塞尔维亚
2020-05-13,10295,0,3824,222,0,0,52,0.0,224,2,0.0,,0.0,塞尔维亚
