date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-08-08,368825,0,342168,9958,0,0,2154,,2000,69,,,0.0,智利
2020-08-09,371023,0,344133,10011,0,0,2198,,1965,53,,,0.0,智利
2020-08-10,373056,0,345826,10077,0,0,2033,,1693,66,,,0.0,智利
2020-08-11,375044,0,347342,10139,0,0,1988,,1516,62,,,0.0,智利
2020-08-12,376616,0,349541,10178,0,0,1572,,2199,39,,,0.0,智利
2020-08-13,378168,0,351419,10205,0,0,1552,,1878,27,,,0.0,智利
2020-08-14,380034,0,353131,10299,0,0,1866,,1712,94,,,0.0,智利
2020-08-15,382111,0,355037,10340,0,0,2077,,1906,41,,,0.0,智利
2020-08-16,383902,0,356951,10395,0,0,1791,,1914,55,,,0.0,智利
2020-08-17,387502,0,360385,10513,0,0,3600,,3434,118,,,0.0,智利
2020-08-18,387502,0,360385,10513,0,0,0,,0,0,,,0.0,智利
2020-08-19,388855,0,362440,10546,0,0,1353,,2055,33,,,0.0,智利
2020-08-20,391849,0,366063,10671,0,0,2994,,3623,125,,,0.0,智利
2020-08-21,391849,0,366063,10671,0,0,0,,0,0,,,0.0,智利
2020-08-22,395708,0,369730,10792,0,0,3859,,3667,121,,,0.0,智利
2020-08-23,397665,0,371179,10852,0,0,1957,,1449,60,,,0.0,智利
2020-08-24,397665,0,371179,10852,0,0,0,,0,0,,,0.0,智利
2020-08-25,399568,0,372464,10916,0,0,1903,,1285,64,,,0.0,智利
2020-08-26,400985,0,374463,10958,0,0,1417,,1999,42,,,0.0,智利
2020-08-27,404102,0,377922,11072,0,0,3117,,3459,114,,,0.0,智利
2020-08-28,404102,0,377922,11072,0,0,0,,0,0,,,0.0,智利
2020-08-29,408009,0,381183,11181,0,0,3907,,3261,109,,,0.0,智利
2020-08-30,409974,0,382584,11244,0,0,1965,,1401,63,,,0.0,智利
2020-08-31,409974,0,382584,11244,0,0,0,,0,0,,,0.0,智利
2020-09-01,411726,0,383879,11289,0,0,1752,,1295,45,,,0.0,智利
2020-09-02,413145,0,385790,11321,0,0,1419,,1911,32,,,0.0,智利
2020-09-03,414739,0,387683,11344,0,0,1594,,1893,23,,,0.0,智利
2020-09-04,416501,0,389409,11422,0,0,1762,,1726,78,,,0.0,智利
2020-09-05,418469,0,391248,11494,0,0,1968,,1839,72,,,0.0,智利
2020-09-06,422510,0,394399,11592,0,0,4041,,3151,98,,,0.0,智利
2020-09-07,424274,0,395717,11652,0,0,1764,,1318,60,,,0.0,智利
2020-09-08,425541,0,397730,11682,0,0,1267,,2013,30,,,0.0,智利
2020-09-09,427027,0,399555,11702,0,0,1486,,1825,20,,,0.0,智利
2020-09-10,428669,0,401356,11781,0,0,1642,,1801,79,,,0.0,智利
2020-09-11,430535,0,403064,11850,0,0,1866,,1708,69,,,0.0,智利
2020-09-12,432666,0,404919,11895,0,0,2131,,1855,45,,,0.0,智利
2020-09-13,434748,0,406326,11949,0,0,2082,,1407,54,,,0.0,智利
2020-09-14,434748,0,406326,11949,0,0,0,,0,0,,,0.0,智利
2020-09-15,437983,0,409944,12040,0,0,3235,,3618,91,,,0.0,智利
2020-09-16,439287,0,411853,12058,0,0,1304,,1909,18,,,0.0,智利
2020-09-17,441150,0,413928,12142,0,0,1863,,2075,84,,,0.0,智利
2020-09-18,442827,0,415981,12199,0,0,1677,,2053,57,,,0.0,智利
2020-09-19,444674,0,418101,12254,0,0,1847,,2120,55,,,0.0,智利
2020-09-20,446274,0,419746,12286,0,0,1600,,1645,32,,,0.0,智利
2020-09-21,446274,0,419746,12286,0,0,0,,0,0,,,0.0,智利
2020-09-22,448523,0,423176,12321,0,0,2249,,3430,35,,,0.0,智利
2020-09-23,448523,0,423176,12321,0,0,0,,0,0,,,0.0,智利
2020-09-24,451634,0,426876,12469,0,0,3111,,3700,148,,,0.0,智利
2020-09-25,451634,0,426876,12469,0,0,0,,0,0,,,0.0,智利
2020-09-26,455979,0,430259,12591,0,0,4345,,3383,122,,,0.0,智利
2020-09-27,457901,0,431704,12641,0,0,1922,,1445,50,,,0.0,智利
2020-09-28,457901,0,431704,12641,0,0,0,,0,0,,,0.0,智利
2020-09-29,461300,0,434794,12725,0,0,3399,,3090,84,,,0.0,智利
2020-09-30,462991,0,436589,12741,0,0,1691,,1795,16,,,0.0,智利
2020-10-01,462991,0,436589,12741,0,0,0,,0,0,,,0.0,智利
2020-10-02,466590,0,439607,12867,0,0,3599,,3018,126,,,0.0,智利
2020-10-03,468471,0,440881,12919,0,0,1881,,1274,52,,,0.0,智利
2020-10-04,468471,0,440881,12919,0,0,0,,0,0,,,0.0,智利
2020-10-05,470179,0,442070,12979,0,0,1708,,1189,60,,,0.0,智利
2020-10-06,473306,0,445418,13070,0,0,3127,,3348,91,,,0.0,智利
2020-10-07,473306,0,445418,13070,0,0,0,,0,0,,,0.0,智利
2020-10-08,474440,0,447053,13090,0,0,1134,,1635,20,,,0.0,智利
2020-10-09,476016,0,448710,13167,0,0,1576,,1657,77,,,0.0,智利
2020-10-10,479595,0,452054,13272,0,0,3579,,3344,105,,,0.0,智利
2020-10-11,479595,0,452054,13272,0,0,0,,0,0,,,0.0,智利
2020-10-12,482832,0,454434,13376,0,0,3237,,2380,104,,,0.0,智利
2020-10-13,484280,0,456499,13396,0,0,1448,,2065,20,,,0.0,智利
2020-10-14,485372,0,458073,13415,0,0,1092,,1574,19,,,0.0,智利
2020-10-15,485372,0,458073,13415,0,0,0,,0,0,,,0.0,智利
2020-10-16,488190,0,461097,13529,0,0,2818,,3024,114,,,0.0,智利
2020-10-17,490003,0,462712,13588,0,0,1813,,1615,59,,,0.0,智利
2020-10-18,491760,0,463943,13635,0,0,1757,,1231,47,,,0.0,智利
2020-10-19,491760,0,463943,13635,0,0,0,,0,0,,,0.0,智利
2020-10-20,494478,0,466643,13702,0,0,2718,,2700,67,,,0.0,智利
2020-10-21,495637,0,467269,13719,0,0,1159,,626,17,,,0.0,智利
2020-10-22,497131,0,469765,13792,0,0,1494,,2496,73,,,0.0,智利
2020-10-23,498906,0,471166,13844,0,0,1775,,1401,52,,,0.0,智利
2020-10-24,500542,0,476576,13892,0,0,1636,,5410,48,,,0.0,智利
2020-10-25,502063,0,478252,13944,0,0,1521,,1676,52,,,0.0,智利
2020-10-26,503598,0,479877,14003,0,0,1535,,1625,59,,,0.0,智利
2020-10-27,504525,0,481379,14026,0,0,927,,1502,23,,,0.0,智利
2020-10-28,505530,0,482906,14032,0,0,1005,,1527,6,,,0.0,智利
2020-10-29,505530,0,482906,14032,0,0,0,,0,0,,,0.0,智利
2020-10-30,508571,0,485152,14158,0,0,3041,,2246,126,,,0.0,智利
2020-10-31,510256,0,486642,14207,0,0,1685,,1490,49,,,0.0,智利
2020-11-01,511864,0,488166,14247,0,0,1608,,1524,40,,,0.0,智利
2020-11-02,513140,0,489525,14302,0,0,1276,,1359,55,,,0.0,智利
2020-11-03,514202,0,490820,14319,0,0,1062,,1295,17,,,0.0,智利
2020-11-04,515042,0,492149,14340,0,0,840,,1329,21,,,0.0,智利
2020-11-05,516582,0,493250,14404,0,0,1540,,1101,64,,,0.0,智利
2020-11-06,518390,0,494303,14450,0,0,1808,,1053,46,,,0.0,智利
2020-11-07,519977,0,495852,14499,0,0,1587,,1549,49,,,0.0,智利
2020-11-08,521558,0,497411,14543,0,0,1581,,1559,44,,,0.0,智利
2020-11-09,521558,0,497411,14543,0,0,0,,0,0,,,0.0,智利
2020-11-10,522879,0,498904,14588,0,0,1321,,1493,45,,,0.0,智利
2020-11-11,523907,0,500142,14611,0,0,1028,,1238,23,,,0.0,智利
2020-11-12,524804,0,501426,14633,0,0,897,,1284,22,,,0.0,智利
2020-11-13,528030,0,503540,14738,0,0,3226,,2114,105,,,0.0,智利
2020-11-14,529676,0,505243,14777,0,0,1646,,1703,39,,,0.0,智利
2020-11-15,531273,0,506700,14819,0,0,1597,,1457,42,,,0.0,智利
2020-11-16,532604,0,508067,14863,0,0,1331,,1367,44,,,0.0,智利
2020-11-17,533610,0,509401,14883,0,0,1006,,1334,20,,,0.0,智利
2020-11-18,534558,0,510766,14897,0,0,948,,1365,14,,,0.0,智利
2020-11-19,534558,0,510766,14897,0,0,0,,0,0,,,0.0,智利
2020-11-20,536012,0,511874,14955,0,0,1454,,1108,58,,,0.0,智利
2020-11-21,539143,0,514584,15030,0,0,3131,,2710,75,,,0.0,智利
2020-11-22,540640,0,516121,15069,0,0,1497,,1537,39,,,0.0,智利
2020-11-23,540640,0,516121,15069,0,0,0,,0,0,,,0.0,智利
2020-11-24,543087,0,518834,15131,0,0,2447,,2713,62,,,0.0,智利
2020-11-25,544092,0,520180,15138,0,0,1005,,1346,7,,,0.0,智利
2020-11-26,544092,0,520180,15138,0,0,0,,0,0,,,0.0,智利
2020-11-27,547243,0,522259,15278,0,0,3151,,2079,140,,,0.0,智利
2020-11-28,548941,0,523692,15322,0,0,1698,,1433,44,,,0.0,智利
2020-11-29,550430,0,525213,15356,0,0,1489,,1521,34,,,0.0,智利
2020-11-30,551743,0,526604,15410,0,0,1313,,1391,54,,,0.0,智利
2020-12-01,552864,0,528034,15430,0,0,1121,,1430,20,,,0.0,智利
2020-12-02,553898,0,529501,15438,0,0,1034,,1467,8,,,0.0,智利
2020-12-03,553898,0,529501,15438,0,0,0,,0,0,,,0.0,智利
2020-12-05,557135,0,531543,15558,0,0,3237,,2042,120,,,0.0,智利
2020-03-16,1,0,0,0,0,0,1,0.0,0,0,0.0,,,格陵兰
2020-04-21,1,0,0,0,0,0,0,,0,0,,,0.0,格陵兰
2020-04-25,11,0,11,0,0,0,10,0.0,11,0,0.0,,0.0,格陵兰
2020-04-29,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-06,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-07,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-11,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-12,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-13,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-14,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-17,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-18,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-19,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-20,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-21,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-22,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-23,11,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-24,12,0,11,0,0,0,1,0.0,0,0,0.0,,0.0,格陵兰
2020-05-25,12,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-26,12,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-27,13,0,11,0,0,0,1,0.0,0,0,0.0,,0.0,格陵兰
2020-05-28,13,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-29,13,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-30,13,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-05-31,13,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-01,13,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-02,13,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-03,13,0,11,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-04,13,0,13,0,0,0,0,0.0,2,0,0.0,,0.0,格陵兰
2020-06-05,13,0,13,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-06,13,0,13,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-07,13,0,13,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-08,13,0,13,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-09,13,0,13,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-10,13,0,13,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-11,13,0,13,0,0,0,0,,0,0,,,0.0,格陵兰
2020-06-14,13,0,13,0,0,0,0,,0,0,,,0.0,格陵兰
2020-03-06,1,0,0,0,0,0,1,0.0,0,0,0.0,,,圣巴托洛谬岛
2020-04-21,1,0,0,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-04-29,6,0,0,0,0,0,5,0.0,0,0,0.0,,0.0,圣巴托洛谬岛
2020-05-11,6,0,0,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-12,6,0,6,0,0,0,0,0.0,6,0,0.0,,0.0,圣巴托洛谬岛
2020-05-13,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-14,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-17,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-18,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-19,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-20,6,0,6,0,0,0,0,0.0,0,0,0.0,,0.0,圣巴托洛谬岛
2020-05-21,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-22,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-23,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-24,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-25,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-26,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-27,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-30,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-05-31,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-01,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-02,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-04,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-05,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-06,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-07,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-08,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-09,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-10,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-06-11,6,0,6,0,0,0,0,,0,0,,,0.0,圣巴托洛谬岛
2020-03-07,2,0,0,0,0,0,2,0.0,0,0,0.0,,,马尔代夫
2020-03-08,4,0,0,0,0,0,2,0.0,0,0,0.0,,0.0,马尔代夫
2020-03-09,6,0,0,0,0,0,2,0.0,0,0,0.0,,0.0,马尔代夫
2020-03-13,9,0,0,0,0,0,3,0.0,0,0,0.0,,0.0,马尔代夫
2020-03-14,10,0,0,0,0,0,1,0.0,0,0,0.0,,0.0,马尔代夫
2020-03-15,13,0,0,0,0,0,3,0.0,0,0,0.0,,0.0,马尔代夫
2020-03-29,17,0,11,0,0,0,4,0.0,11,0,0.0,,0.0,马尔代夫
2020-03-31,18,0,13,0,0,0,1,0.0,2,0,0.0,,0.0,马尔代夫
2020-04-07,19,0,13,0,0,0,1,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-12,20,0,14,0,0,0,1,0.0,1,0,0.0,,0.0,马尔代夫
2020-04-15,21,0,14,0,0,0,1,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-16,23,0,16,0,0,0,2,0.0,2,0,0.0,,0.0,马尔代夫
2020-04-17,32,0,16,0,0,0,9,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-18,34,0,16,0,0,0,2,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-19,52,0,16,0,0,0,18,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-21,86,0,16,0,0,0,34,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-22,86,0,16,0,0,0,0,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-23,94,0,16,0,0,0,8,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-24,128,0,16,0,0,0,34,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-25,141,0,16,0,0,0,13,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-26,191,0,17,0,0,0,50,0.0,1,0,0.0,,0.0,马尔代夫
2020-04-27,226,0,17,0,0,0,35,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-28,245,0,17,0,0,0,19,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-29,277,0,17,0,0,0,32,0.0,0,0,0.0,,0.0,马尔代夫
2020-04-30,396,0,17,1,0,0,119,0.0,0,1,0.0,,0.0,马尔代夫
2020-05-01,481,0,17,1,0,0,85,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-02,519,0,18,1,0,0,38,0.0,1,0,0.0,,0.0,马尔代夫
2020-05-04,545,0,18,1,0,0,26,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-05,573,0,18,1,0,0,28,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-06,617,0,20,2,0,0,44,0.0,2,1,0.0,,0.0,马尔代夫
2020-05-07,648,0,20,2,0,0,31,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-08,733,0,20,3,0,0,85,0.0,0,1,0.0,,0.0,马尔代夫
2020-05-09,785,0,29,3,0,0,52,0.0,9,0,0.0,,0.0,马尔代夫
2020-05-10,835,0,29,3,0,0,50,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-11,862,0,29,3,0,0,27,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-12,904,0,29,3,0,0,42,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-13,955,0,40,4,0,0,51,0.0,11,1,0.0,,0.0,马尔代夫
2020-05-14,982,0,45,4,0,0,27,0.0,5,0,0.0,,0.0,马尔代夫
2020-05-15,1020,0,49,4,0,0,38,0.0,4,0,0.0,,0.0,马尔代夫
2020-05-16,1078,0,49,4,0,0,58,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-17,1078,0,58,4,0,0,0,0.0,9,0,0.0,,0.0,马尔代夫
2020-05-18,1094,0,58,4,0,0,16,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-19,1143,0,91,4,0,0,49,0.0,33,0,0.0,,0.0,马尔代夫
2020-05-20,1186,0,91,4,0,0,43,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-21,1216,0,91,4,0,0,30,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-22,1274,0,91,4,0,0,58,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-23,1313,0,91,4,0,0,39,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-24,1371,0,144,4,0,0,58,0.0,53,0,0.0,,0.0,马尔代夫
2020-05-25,1395,0,155,4,0,0,24,0.0,11,0,0.0,,0.0,马尔代夫
2020-05-26,1438,0,155,5,0,0,43,0.0,0,1,0.0,,0.0,马尔代夫
2020-05-27,1457,0,197,5,0,0,19,0.0,42,0,0.0,,0.0,马尔代夫
2020-05-28,1513,0,197,5,0,0,56,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-29,1591,0,197,5,0,0,78,0.0,0,0,0.0,,0.0,马尔代夫
2020-05-30,1672,0,406,5,0,0,81,0.0,209,0,0.0,,0.0,马尔代夫
2020-05-31,1773,0,453,5,0,0,101,0.0,47,0,0.0,,0.0,马尔代夫
2020-06-01,1829,0,488,6,0,0,56,0.0,35,1,0.0,,0.0,马尔代夫
2020-06-02,1841,0,608,7,0,0,12,0.0,120,1,0.0,,0.0,马尔代夫
2020-06-03,1850,0,644,7,0,0,9,0.0,36,0,0.0,,0.0,马尔代夫
2020-06-04,1872,0,648,7,0,0,22,0.0,4,0,0.0,,0.0,马尔代夫
2020-06-05,1883,0,717,7,0,0,11,0.0,69,0,0.0,,0.0,马尔代夫
2020-06-06,1901,0,763,8,0,0,18,0.0,46,1,0.0,,0.0,马尔代夫
2020-06-07,1903,0,827,8,0,0,2,0.0,64,0,0.0,,0.0,马尔代夫
2020-06-08,1916,0,925,8,0,0,13,0.0,98,0,0.0,,0.0,马尔代夫
2020-06-09,1942,0,1010,8,0,0,26,0.0,85,0,0.0,,0.0,马尔代夫
2020-06-10,1962,0,1121,8,0,0,20,0.0,111,0,0.0,,0.0,马尔代夫
2020-06-11,1976,0,1153,8,0,0,14,0.0,32,0,0.0,,0.0,马尔代夫
2020-06-12,2003,0,1193,8,0,0,27,0.0,40,0,0.0,,0.0,马尔代夫
2020-06-13,2013,0,1217,8,0,0,10,0.0,24,0,0.0,,0.0,马尔代夫
2020-06-14,2035,0,1311,8,0,0,22,0.0,94,0,0.0,,0.0,马尔代夫
2020-06-18,2120,0,1677,8,0,0,85,,366,0,,,0.0,马尔代夫
2020-06-19,2137,0,1759,8,0,0,17,,82,0,,,0.0,马尔代夫
2020-06-20,2150,0,1769,8,0,0,13,,10,0,,,0.0,马尔代夫
2020-06-21,2187,0,1788,8,0,0,37,,19,0,,,0.0,马尔代夫
2020-06-22,2203,0,1803,8,0,0,16,,15,0,,,0.0,马尔代夫
2020-06-23,2217,0,1813,8,0,0,14,,10,0,,,0.0,马尔代夫
2020-06-24,2238,0,1813,8,0,0,21,,0,0,,,0.0,马尔代夫
2020-06-25,2261,0,1839,8,0,0,23,,26,0,,,0.0,马尔代夫
2020-06-26,2277,0,1848,8,0,0,16,,9,0,,,0.0,马尔代夫
2020-06-27,2283,0,1863,8,0,0,6,,15,0,,,0.0,马尔代夫
2020-06-28,2305,0,1875,8,0,0,22,,12,0,,,0.0,马尔代夫
2020-06-29,2324,0,1911,8,0,0,19,,36,0,,,0.0,马尔代夫
2020-06-30,2337,0,1927,9,0,0,13,,16,1,,,0.0,马尔代夫
2020-07-01,2361,0,1944,9,0,0,24,,17,0,,,0.0,马尔代夫
2020-07-02,2382,0,1954,10,0,0,21,,10,1,,,0.0,马尔代夫
2020-07-03,2400,0,1969,10,0,0,18,,15,0,,,0.0,马尔代夫
2020-07-06,2468,0,2049,11,0,0,68,,80,1,,,0.0,马尔代夫
2020-07-07,2491,0,2113,12,0,0,23,,64,1,,,0.0,马尔代夫
2020-07-08,2501,0,2158,12,0,0,10,,45,0,,,0.0,马尔代夫
2020-07-09,2517,0,2180,13,0,0,16,,22,1,,,0.0,马尔代夫
2020-07-10,2553,0,2227,13,0,0,36,,47,0,,,0.0,马尔代夫
2020-07-11,2617,0,2238,13,0,0,64,,11,0,,,0.0,马尔代夫
2020-07-12,2664,0,2268,13,0,0,47,,30,0,,,0.0,马尔代夫
2020-07-13,2731,0,2284,13,0,0,67,,16,0,,,0.0,马尔代夫
2020-07-14,2762,0,2290,13,0,0,31,,6,0,,,0.0,马尔代夫
2020-07-15,2801,0,2302,14,0,0,39,,12,1,,,0.0,马尔代夫
2020-07-16,2831,0,2321,14,0,0,30,,19,0,,,0.0,马尔代夫
2020-07-17,2899,0,2339,15,0,0,68,,18,1,,,0.0,马尔代夫
2020-07-18,2913,0,2340,15,0,0,14,,1,0,,,0.0,马尔代夫
2020-07-19,2930,0,2354,15,0,0,17,,14,0,,,0.0,马尔代夫
2020-07-20,2966,0,2362,15,0,0,36,,8,0,,,0.0,马尔代夫
2020-07-21,2999,0,2369,15,0,0,33,,7,0,,,0.0,马尔代夫
2020-07-22,3044,0,2397,15,0,0,45,,28,0,,,0.0,马尔代夫
2020-07-23,3103,0,2397,15,0,0,59,,0,0,,,0.0,马尔代夫
2020-07-24,3120,0,2428,15,0,0,17,,31,0,,,0.0,马尔代夫
2020-07-25,3175,0,2498,15,0,0,55,,70,0,,,0.0,马尔代夫
2020-07-26,3252,0,2498,15,0,0,77,,0,0,,,0.0,马尔代夫
2020-07-27,3302,0,2528,15,0,0,50,,30,0,,,0.0,马尔代夫
2020-07-28,3369,0,2547,15,0,0,67,,19,0,,,0.0,马尔代夫
2020-07-29,3506,0,2547,15,0,0,137,,0,0,,,0.0,马尔代夫
2020-07-30,3567,0,2554,15,0,0,61,,7,0,,,0.0,马尔代夫
2020-07-31,3719,0,2568,16,0,0,152,,14,1,,,0.0,马尔代夫
2020-08-01,3793,0,2607,16,0,0,74,,39,0,,,0.0,马尔代夫
2020-08-02,3949,0,2613,17,0,0,156,,6,1,,,0.0,马尔代夫
2020-08-03,4164,0,2643,18,0,0,215,,30,1,,,0.0,马尔代夫
2020-08-04,4293,0,2670,18,0,0,129,,27,0,,,0.0,马尔代夫
2020-08-05,4446,0,2693,19,0,0,153,,23,1,,,0.0,马尔代夫
2020-08-06,4594,0,2706,19,0,0,148,,13,0,,,0.0,马尔代夫
2020-08-07,4680,0,2725,19,0,0,86,,19,0,,,0.0,马尔代夫
2020-08-08,4769,0,2754,19,0,0,89,,29,0,,,0.0,马尔代夫
2020-08-09,4898,0,2791,19,0,0,129,,37,0,,,0.0,马尔代夫
2020-08-10,5041,0,2804,19,0,0,143,,13,0,,,0.0,马尔代夫
2020-08-11,5157,0,2835,20,0,0,116,,31,1,,,0.0,马尔代夫
2020-08-12,5223,0,2849,20,0,0,66,,14,0,,,0.0,马尔代夫
2020-08-13,5366,0,2884,21,0,0,143,,35,1,,,0.0,马尔代夫
2020-08-14,5494,0,2920,21,0,0,128,,36,0,,,0.0,马尔代夫
2020-08-15,5572,0,3010,22,0,0,78,,90,1,,,0.0,马尔代夫
2020-08-16,5679,0,3208,22,0,0,107,,198,0,,,0.0,马尔代夫
2020-08-17,5785,0,3349,22,0,0,106,,141,0,,,0.0,马尔代夫
2020-08-18,5909,0,3488,23,0,0,124,,139,1,,,0.0,马尔代夫
2020-08-19,6079,0,3648,24,0,0,170,,160,1,,,0.0,马尔代夫
2020-08-20,6225,0,3788,24,0,0,146,,140,0,,,0.0,马尔代夫
2020-08-21,6370,0,3915,25,0,0,145,,127,1,,,0.0,马尔代夫
2020-08-22,6564,0,4012,26,0,0,194,,97,1,,,0.0,马尔代夫
2020-08-23,6660,0,4113,26,0,0,96,,101,0,,,0.0,马尔代夫
2020-08-24,6779,0,4222,26,0,0,119,,109,0,,,0.0,马尔代夫
2020-08-25,6912,0,4297,28,0,0,133,,75,2,,,0.0,马尔代夫
2020-08-26,7047,0,4439,28,0,0,135,,142,0,,,0.0,马尔代夫
2020-08-27,7225,0,4561,28,0,0,178,,122,0,,,0.0,马尔代夫
2020-08-28,7329,0,4691,28,0,0,104,,130,0,,,0.0,马尔代夫
2020-08-29,7469,0,4873,28,0,0,140,,182,0,,,0.0,马尔代夫
2020-08-30,7578,0,4925,28,0,0,109,,52,0,,,0.0,马尔代夫
2020-08-31,7667,0,5036,28,0,0,89,,111,0,,,0.0,马尔代夫
2020-09-01,7804,0,5155,29,0,0,137,,119,1,,,0.0,马尔代夫
2020-09-02,8003,0,5265,29,0,0,199,,110,0,,,0.0,马尔代夫
2020-09-03,8140,0,5338,29,0,0,137,,73,0,,,0.0,马尔代夫
2020-09-04,8281,0,5483,29,0,0,141,,145,0,,,0.0,马尔代夫
2020-09-05,8361,0,5642,29,0,0,80,,159,0,,,0.0,马尔代夫
2020-09-06,8486,0,5822,29,0,0,125,,180,0,,,0.0,马尔代夫
2020-09-07,8584,0,5936,29,0,0,98,,114,0,,,0.0,马尔代夫
